Number,Family,MaxAge,Year,Class,UMAP_1,UMAP_2,geo_1,geo_2,Scaled_Rad_1,Scaled_Rad_2,Cluster
22535,PINACEAE,51.0,1936,Pinopsida,2.290788650512696,9.12752628326416,3.6076485769654014,1.482308041674969,0.6047799982499972,3.0404343692500118,0
22535,PINACEAE,51.0,1936,Pinopsida,2.290788650512696,9.12752628326416,3.8365692220554592,1.295021489690498,1.898202538678396e-16,3.099999999999997,0
22535,PINACEAE,51.0,1936,Pinopsida,2.290788650512696,9.12752628326416,3.758391937025863,1.3653855911720711,-0.6047799982499968,3.0404343692500118,0
22535,PINACEAE,51.0,1936,Pinopsida,2.290788650512696,9.12752628326416,3.725952068973811,1.3248010040592817,-1.186318640331777,2.864026550784986,0
694-36,TAXACEAE,5.0,1936,Pinopsida,2.2223970890045166,7.547061920166016,4.538900871492615,0.5752728535103415,-1.7222677223607643,2.5775557981378885,9
843-36,TAXACEAE,64.0,1936,Pinopsida,2.6737489700317383,7.957351207733154,3.136412661402801,3.842166095770608,-2.1920310216782948,2.192031021678295,6
213-36,ROSACEAE,58.0,1936,Eudicot,2.4775326251983643,10.392101287841797,2.754671124496099,2.3260897134018705,-2.577555798137888,1.722267722360765,12
22535,PINACEAE,51.0,1936,Pinopsida,2.290788650512696,9.12752628326416,3.7066069466309273,1.394785789306752,-2.864026550784986,1.1863186403317774,0
1019-36,ROSACEAE,36.0,1936,Eudicot,2.45630145072937,9.002619743347168,2.9761976211298133,1.684129046718681,-3.0404343692500118,0.6047799982499981,0
898-36,TAXACEAE,55.0,1936,Pinopsida,2.9652974605560303,8.445261001586914,4.357134382622007,0.6838979956228286,-3.099999999999997,3.796405077356792e-16,6
22535,PINACEAE,51.0,1936,Pinopsida,2.290788650512696,9.12752628326416,3.7735824763992696,1.337132346324779,-3.0404343692500118,-0.6047799982499973,0
889-36,TAXACEAE,64.0,1936,Pinopsida,2.676962614059448,7.962923526763916,3.113003304458516,3.848465521859453,-2.864026550784986,-1.186318640331777,6
753-36,PINACEAE,14.0,1936,Pinopsida,2.2132163047790527,11.640043258666992,4.805723135383914,1.2336319130113225,-2.5775557981378885,-1.7222677223607643,12
1019-36,ROSACEAE,36.0,1936,Eudicot,2.45630145072937,9.002619743347168,3.1047292206064867,1.721499013079665,-2.192031021678296,-2.1920310216782948,0
239-36,ROSACEAE,64.0,1936,Eudicot,1.4576658010482788,8.695488929748535,1.752134932793297,2.065747077665037,-1.722267722360765,-2.577555798137888,2
694-36,TAXACEAE,5.0,1936,Pinopsida,2.2223970890045166,7.547061920166016,4.551711115964508,0.5776864453910093,-1.186318640331779,-2.8640265507849856,9
694-36,TAXACEAE,5.0,1936,Pinopsida,2.2223970890045166,7.547061920166016,4.551950442996258,0.5775431231450057,-0.6047799982499983,-3.040434369250011,9
239-36,ROSACEAE,64.0,1936,Eudicot,1.4576658010482788,8.695488929748535,1.7344425126800616,2.0961130126984244,-5.694607616035187e-16,-3.099999999999997,2
735-36,TAXACEAE,66.0,1936,Pinopsida,3.0875651836395264,8.075965881347656,4.498759766665216,0.5821782100733799,0.6047799982499971,-3.0404343692500118,6
237-36,ROSACEAE,13.0,1936,Eudicot,1.6549699306488037,10.501837730407717,1.7849280245131922,1.9548884344253563,1.1863186403317778,-2.8640265507849856,4
22535,PINACEAE,51.0,1936,Pinopsida,2.290788650512696,9.12752628326416,3.689453252665089,1.3236761869361544,1.722267722360764,-2.577555798137889,0
22535,PINACEAE,51.0,1936,Pinopsida,2.290788650512696,9.12752628326416,3.691326539475994,1.4065340876104528,2.1920310216782948,-2.192031021678296,0
22535,PINACEAE,51.0,1936,Pinopsida,2.290788650512696,9.12752628326416,3.771043591271564,1.3513910353362917,2.577555798137888,-1.722267722360765,0
80-36,ROSACEAE,45.0,1936,Eudicot,2.4002764225006104,8.848998069763184,1.694252389074563,1.878865729955578,2.8640265507849856,-1.1863186403317791,0
295-36,ROSACEAE,67.0,1936,Eudicot,3.999524593353272,8.41622257232666,2.909620008619413,2.5940085439629,3.040434369250011,-0.6047799982499984,18
177-37,ROSACEAE,74.0,1937,Eudicot,2.399335622787476,9.104836463928224,3.130527042255835,-0.3921126373629704,3.149999999999997,0.0,0
177-37,ROSACEAE,74.0,1937,Eudicot,2.399335622787476,9.104836463928224,3.12475531970108,-0.3778592010148713,2.9600317554756086,1.0773634514758554,0
177-37,ROSACEAE,74.0,1937,Eudicot,2.399335622787476,9.104836463928224,3.165139596205563,-0.3840625786474447,2.4130399958247786,2.0247809705125968,0
242-37,ROSACEAE,74.0,1937,Eudicot,4.278972625732422,8.558422088623047,3.1277964071600763,-0.711840589280655,1.5749999999999988,2.727980021920979,18
242-37,ROSACEAE,74.0,1937,Eudicot,4.278972625732422,8.558422088623047,3.120264813843733,-0.686198661007893,0.5469917596508302,3.102144421988452,18
239-37,ROSACEAE,10.0,1937,Eudicot,2.499375820159912,9.11272144317627,2.8551255284803574,-0.244825377394136,-0.5469917596508299,3.102144421988452,0
236-37,ROSACEAE,73.0,1937,Eudicot,2.2836740016937256,9.025428771972656,3.0869123312254487,-0.6453837077447133,-1.5749999999999975,2.7279800219209798,0
236-37,ROSACEAE,73.0,1937,Eudicot,2.2836740016937256,9.025428771972656,3.0911803302151384,-0.5911474876738794,-2.413039995824778,2.024780970512597,0
236-37,ROSACEAE,73.0,1937,Eudicot,2.2836740016937256,9.025428771972656,3.109399462056217,-0.5651708906693784,-2.960031755475608,1.077363451475856,0
1041-37,CELASTRACEAE,65.0,1937,Monocot,3.9823808670043945,8.681002616882324,3.0540135127030226,2.800281918825931,-3.149999999999997,3.857637417314159e-16,18
369-37,CANNABACEAE,53.0,1937,Eudicot,3.8906965255737305,8.829109191894531,2.5349650512648623,3.1894926528775613,-2.9600317554756086,-1.0773634514758552,18
367-37,CANNABACEAE,13.0,1937,Eudicot,4.001572608947754,8.583518028259277,2.591992649599888,3.134898502343731,-2.4130399958247786,-2.0247809705125968,18
228-37,ROSACEAE,16.0,1937,Eudicot,1.9944833517074585,8.762842178344727,2.972006994915773,-0.2221185539710859,-1.5749999999999995,-2.727980021920978,7
236-37,ROSACEAE,73.0,1937,Eudicot,2.2836740016937256,9.025428771972656,3.0935591833874696,-0.4560685079281938,-0.54699175965083,-3.102144421988452,0
963-37,ROSACEAE,15.0,1937,Eudicot,2.48830509185791,9.051142692565918,3.112813957362277,-0.0767106165203586,0.5469917596508288,-3.1021444219884526,0
224-37,ROSACEAE,16.0,1937,Eudicot,2.3401803970336914,8.973925590515137,3.1273658107168103,-0.433081043002403,1.5749999999999984,-2.727980021920979,0
224-37,ROSACEAE,16.0,1937,Eudicot,2.3401803970336914,8.973925590515137,3.128635974123199,-0.4497270606684651,2.413039995824778,-2.0247809705125976,0
547-37,PINACEAE,13.0,1937,Pinopsida,4.157515525817871,8.434980392456055,3.919452311193482,0.8919704025270221,2.960031755475608,-1.0773634514758574,18
772-38,ROSACEAE,69.0,1938,Eudicot,3.0502281188964844,8.350894927978516,2.9373747373583683,2.6268327184020563,3.1999999999999966,0.0,6
135-38,HAMAMELIDACEAE,10.0,1938,Eudicot,2.4490163326263428,9.102490425109863,3.293055577330506,2.679758027516982,3.0433808521444883,0.9888543819998308,0
135-38,HAMAMELIDACEAE,10.0,1938,Eudicot,2.4490163326263428,9.102490425109863,3.3200889609001933,2.737772027293431,2.588854381999829,1.880912807335912,0
618-38,PINACEAE,59.0,1938,Pinopsida,2.344893217086792,9.154720306396484,3.5518031965848422,1.7192107343762473,1.8809128073359125,2.5888543819998286,0
618-38,PINACEAE,59.0,1938,Pinopsida,2.344893217086792,9.154720306396484,3.570553845927634,1.7371398989739646,0.9888543819998308,3.0433808521444883,0
22752,ROSACEAE,63.0,1938,Eudicot,2.258946418762207,8.825850486755371,3.119359407909087,3.58569353626308,1.959434878635763e-16,3.1999999999999966,16
618-38,PINACEAE,59.0,1938,Pinopsida,2.344893217086792,9.154720306396484,3.6093709627675694,1.83870735772598,-0.9888543819998304,3.0433808521444883,0
22712,ROSACEAE,13.0,1938,Eudicot,4.335200309753418,8.593473434448242,1.77381325356032,1.8887748509860105,-1.880912807335912,2.588854381999829,18
461-38,PINACEAE,2.0,1938,Pinopsida,4.086283206939697,8.688431739807129,4.352765943130862,1.2036783108546842,-2.5888543819998286,1.8809128073359125,18
509-38,NYSSACEAE,1.0,1938,Monocot,2.844578504562378,8.2075834274292,1.336643476582367,4.719600734809319,-3.0433808521444883,0.988854381999831,6
22712,ROSACEAE,13.0,1938,Eudicot,4.335200309753418,8.593473434448242,1.7357136372588684,1.898102428806851,-3.1999999999999966,3.918869757271526e-16,18
22935,ROSACEAE,46.0,1938,Eudicot,2.403289318084717,8.706849098205566,1.4670728722662716,4.079284147048384,-3.0433808521444883,-0.9888543819998302,7
812-38,ROSACEAE,56.0,1938,Eudicot,4.174673080444336,8.455920219421387,3.822451809774975,-1.291053494494463,-2.588854381999829,-1.880912807335912,18
1042-38,PINACEAE,10.0,1938,Pinopsida,1.575080633163452,11.75928020477295,3.8856735573049264,0.8611677473063537,-1.8809128073359125,-2.5888543819998286,4
184-38,ROSACEAE,19.0,1938,Eudicot,3.946751594543457,8.726054191589355,3.2162219839108275,-0.99758540741459,-0.9888543819998312,-3.0433808521444883,18
349-38,ROSACEAE,57.0,1938,Eudicot,4.004981517791748,8.4819974899292,2.9139351041010286,2.643968357916492,-5.878304635907289e-16,-3.1999999999999966,18
565-38,ROSACEAE,3.0,1938,Eudicot,1.4441046714782717,8.71312427520752,2.89750035241741,2.3610468382535146,0.98885438199983,-3.0433808521444883,2
426-38,ROSACEAE,61.0,1938,Eudicot,2.4096598625183105,8.569266319274902,4.451120708849885,0.1120072821308895,1.8809128073359116,-2.588854381999829,7
22578,ROSACEAE,14.0,1938,Eudicot,2.39297103881836,7.361106872558594,0.6297545211589295,2.631410026202957,2.5888543819998286,-1.8809128073359125,9
772-38,ROSACEAE,69.0,1938,Eudicot,3.0502281188964844,8.350894927978516,2.911521649428096,2.608133665616606,3.0433808521444883,-0.9888543819998312,6
795-39,ROSACEAE,67.0,1939,Eudicot,2.039914131164551,8.925664901733398,1.2578001126496474,2.4899907247645388,3.2499999999999964,0.0,0
795-39,ROSACEAE,67.0,1939,Eudicot,2.039914131164551,8.925664901733398,1.2444766125697695,3.080865634804013,3.054001017554199,1.1115654658084222,0
795-39,ROSACEAE,67.0,1939,Eudicot,2.039914131164551,8.925664901733398,0.98219243159906,3.04992340920262,2.489644440136676,2.0890597314812505,0
26-39,TAXACEAE,16.0,1939,Pinopsida,2.56855583190918,7.684597969055176,4.083385571061172,0.6635068397313262,1.624999999999999,2.8145825622994223,9
795-39,ROSACEAE,67.0,1939,Eudicot,2.039914131164551,8.925664901733398,1.2558590645812728,2.490404933602349,0.5643565774175232,3.2006251972896727,0
730-39,PINACEAE,4.0,1939,Pinopsida,2.525562763214112,9.045607566833496,1.5501861575039584,1.9613263053151968,-0.5643565774175229,3.2006251972896727,0
26-39,TAXACEAE,16.0,1939,Pinopsida,2.56855583190918,7.684597969055176,0.1151158287573252,2.950509536262416,-1.6249999999999976,2.814582562299423,9
221-39,ROSACEAE,14.0,1939,Eudicot,2.4061903953552246,9.0545015335083,2.982717601122431,-0.5487822527747994,-2.4896444401366757,2.089059731481251,0
697-39,PINACEAE,49.0,1939,Pinopsida,2.52463436126709,9.068180084228516,4.179166369580344,0.6667852426326135,-3.0540010175541985,1.1115654658084226,0
697-39,PINACEAE,49.0,1939,Pinopsida,2.52463436126709,9.068180084228516,4.152964863770876,0.6439219653279906,-3.2499999999999964,3.9801020972288943e-16,0
410-39,ULMACEAE,49.0,1939,Eudicot,2.4124579429626465,8.862606048583984,2.3049861769595736,2.826981130149761,-3.054001017554199,-1.111565465808422,0
597-39,NYSSACEAE,68.0,1939,Monocot,2.966329574584961,8.518915176391602,1.4056225293604712,5.02253934679311,-2.489644440136676,-2.0890597314812505,6
210-39,ROSACEAE,69.0,1939,Eudicot,2.5807971954345703,8.567607879638672,3.1817713841878685,-0.6899126585522026,-1.6249999999999996,-2.814582562299422,7
318-59,ROSACEAE,55.0,1939,Eudicot,2.31431245803833,7.927506923675537,4.348865104514516,-0.3172965412468329,-0.564356577417523,-3.2006251972896727,9
824-38,ROSACEAE,61.0,1939,Eudicot,1.4440927505493164,8.709842681884766,1.7608876707529362,1.968321707277937,0.5643565774175218,-3.200625197289673,2
46-39,HAMAMELIDACEAE,51.0,1939,Eudicot,2.507752656936645,7.243865489959717,3.982096886444424,2.3070736257795943,1.6249999999999982,-2.8145825622994223,9
655-39,PINACEAE,24.0,1939,Pinopsida,2.219313621520996,8.756610870361328,2.0079404633463582,1.732680025366335,2.4896444401366757,-2.089059731481252,7
22575,LAURACEAE,58.0,1939,Monocot,1.4602172374725342,11.225870132446287,2.224038849544968,3.0515427256409566,3.0540010175541985,-1.1115654658084242,4
237-40,ROSACEAE,6.0,1940,Eudicot,4.011741638183594,8.545539855957031,2.7240012193242364,2.3728450367125333,3.2999999999999963,0.0,18
319-40,ELAEAGNACEAE,8.0,1940,Eudicot,2.53532075881958,9.04849624633789,2.8023899579741283,3.1045111815287783,3.048802457287243,1.2628553268047948,0
211-41,ROSACEAE,54.0,1940,Eudicot,2.3107986450195312,8.959535598754883,3.520588317777083,2.312704839962408,2.3334523779156044,2.333452377915604,12
462-40,ROSACEAE,44.0,1940,Eudicot,2.290192127227783,7.670173645019531,3.2007613605917413,-0.9713634366971746,1.262855326804795,3.048802457287243,9
387-40,ULMACEAE,6.0,1940,Eudicot,4.093914031982422,8.687202453613281,2.643347043537005,2.375265006835434,2.0206672185931303e-16,3.2999999999999963,18
362-40,CORNACEAE,46.0,1940,Monocot,2.486546516418457,8.880375862121582,3.878229428883514,2.1786895214986544,-1.2628553268047946,3.048802457287243,0
387-40,ULMACEAE,6.0,1940,Eudicot,4.093914031982422,8.687202453613281,2.6424671081417728,2.376365061461911,-2.333452377915604,2.3334523779156044,18
466-40,ROSACEAE,63.0,1940,Eudicot,2.282256603240967,8.992459297180176,3.271680980866904,-0.9645860196201284,-3.048802457287243,1.262855326804795,0
79-40,PINACEAE,47.0,1940,Pinopsida,0.2158556580543518,8.662822723388672,3.4601231564688533,1.6636902417953934,-3.2999999999999963,4.041334437186261e-16,1
114-40,CORNACEAE,53.0,1940,Monocot,3.881234884262085,8.37542724609375,2.045609483189992,1.3548454019746714,-3.048802457287243,-1.2628553268047944,18
503-40,PINACEAE,32.0,1940,Pinopsida,2.8537468910217285,8.309024810791016,4.721124869089636,1.216336442901138,-2.333452377915605,-2.333452377915604,6
533-40,TAXACEAE,49.0,1940,Pinopsida,2.549961566925049,8.996936798095703,3.380494050139305,0.9255933547133282,-1.2628553268047966,-3.048802457287242,0
533-40,TAXACEAE,49.0,1940,Pinopsida,2.549961566925049,8.996936798095703,3.5241330493115584,1.353558503144086,-6.062001655779393e-16,-3.2999999999999963,0
466-40,ROSACEAE,63.0,1940,Eudicot,2.282256603240967,8.992459297180176,3.248480674655866,-0.9275342136852488,1.2628553268047955,-3.0488024572872425,0
344-40,CELASTRACEAE,6.0,1940,Monocot,2.236125946044922,8.812630653381348,3.133301409813839,2.674344798264883,2.333452377915604,-2.333452377915605,0
343-40,CELASTRACEAE,62.0,1940,Monocot,3.9118824005126953,8.544755935668945,3.0889629507125846,2.7219000248669545,3.048802457287242,-1.2628553268047968,18
22933,ULMACEAE,56.0,1941,Eudicot,2.8538239002227783,8.395812034606934,1.3981976239899725,1.1520046327818818,3.349999999999996,0.0,6
98-41,PINACEAE,12.0,1941,Pinopsida,2.789097785949707,9.197378158569336,4.1330315159164,1.4226507133685118,2.818199334984454,1.8111467384762496,0
727-41,TAXACEAE,43.0,1941,Pinopsida,2.5186147689819336,9.15500545501709,4.523388826494056,0.6047919865914082,1.391640293556318,3.047267184437633,0
79-41,CORNACEAE,12.0,1941,Monocot,4.14433479309082,8.453756332397461,2.174089661016524,2.163465845959763,-0.4767547082155042,3.315901830301121,18
22694,ROSACEAE,43.0,1941,Eudicot,2.4818289279937744,9.022867202758787,3.008248222284692,1.1795667791993765,-2.193783458716702,2.5317610740867624,0
886-41,ROSACEAE,47.0,1941,Eudicot,2.347996711730957,9.10955047607422,2.9490830201534664,-0.2960034305842782,-3.2143014616085623,0.943804065418788,0
22933,ULMACEAE,56.0,1941,Eudicot,2.8538239002227783,8.395812034606934,1.4270269215655844,1.154110194365785,-3.214301461608563,-0.9438040654187876,6
502-41,ELAEAGNACEAE,32.0,1941,Eudicot,3.958042144775391,8.746208190917969,3.076857231231088,3.1009033625141456,-2.193783458716703,-2.531761074086762,18
155-41,ULMACEAE,40.0,1941,Eudicot,2.0131332874298096,8.652779579162598,2.217173815703063,2.8065171875450687,-0.476754708215505,-3.3159018303011205,16
432-41,ROSACEAE,57.0,1941,Eudicot,2.455635070800781,9.154718399047852,2.9751480422755776,-0.3122074754105597,1.3916402935563166,-3.047267184437634,0
163-41,ROSACEAE,20.0,1941,Eudicot,2.4349818229675293,8.85318660736084,2.9626078817200323,2.4117000017949977,2.818199334984454,-1.8111467384762492,0
538-42,PINACEAE,16.0,1942,Pinopsida,1.128422498703003,11.307228088378906,4.634528846702324,1.1579476291608444,3.399999999999996,0.0,4
23237,ROSACEAE,39.0,1942,Eudicot,2.1277384757995605,9.123055458068848,5.122634435594136,1.308266792760605,3.330401800258477,0.6844149683014433,0
5-42,PINACEAE,35.0,1942,Pinopsida,2.472706794738769,8.869236946105957,2.06347154676223,1.771058125028958,3.12445655950878,1.3408099073852815,0
459-42,HAMAMELIDACEAE,51.0,1942,Eudicot,4.279669284820557,8.539508819580078,2.4212789373120813,1.9901111932053936,2.790595700104736,1.9423119313222916,18
459-42,HAMAMELIDACEAE,51.0,1942,Eudicot,4.279669284820557,8.539508819580078,2.4548942952299058,1.984045509992484,2.342487524857332,2.4642954765790046,18
23237,ROSACEAE,39.0,1942,Eudicot,2.1277384757995605,9.123055458068848,5.124697550072597,1.2968471601539022,1.7984776351116702,2.8853904754821498,0
23237,ROSACEAE,39.0,1942,Eudicot,2.1277384757995605,9.123055458068848,4.899122197272391,1.520990419734062,1.1808378596723876,3.18835724930007,0
23237,ROSACEAE,39.0,1942,Eudicot,2.1277384757995605,9.123055458068848,5.054388742390074,1.3951951206890951,0.5148544435155602,3.360792302715575,0
23237,ROSACEAE,39.0,1942,Eudicot,2.1277384757995605,9.123055458068848,5.015915718227006,1.370818330279235,-0.1722071740516227,3.395636124381576,0
23237,ROSACEAE,39.0,1942,Eudicot,2.1277384757995605,9.123055458068848,5.069113122647195,1.3511888083726262,-0.8522186096796484,3.2914622041450907,0
23237,ROSACEAE,39.0,1942,Eudicot,2.1277384757995605,9.123055458068848,4.906105933494473,1.5086557007552983,-1.4973401152959551,3.0525354345405176,0
23237,ROSACEAE,39.0,1942,Eudicot,2.1277384757995605,9.123055458068848,5.177255787873037,1.2341001490772214,-2.081160340662051,2.688637505588172,0
459-42,HAMAMELIDACEAE,51.0,1942,Eudicot,4.279669284820557,8.539508819580078,2.389380678851012,1.9832553616006408,-2.5797776171554863,2.214666441255553,18
126-42,ROSACEAE,9.0,1942,Eudicot,3.097743272781372,10.169261932373049,0.768776622861651,3.131590459479412,-2.972778494891576,1.6500266726056736,15
459-42,HAMAMELIDACEAE,51.0,1942,Eudicot,4.279669284820557,8.539508819580078,2.419770407972919,1.982374792646624,-3.2440734717601623,1.017834618109416,18
429-42,ROSACEAE,65.0,1942,Eudicot,2.298093318939209,9.024179458618164,3.9017949731669432,-0.034780601044531,-3.3825556995324395,0.3439722947572693,0
429-42,ROSACEAE,65.0,1942,Eudicot,2.298093318939209,9.024179458618164,3.880942763243411,-0.0787313853684281,-3.3825556995324395,-0.3439722947572685,0
692-42,TAXACEAE,37.0,1942,Pinopsida,1.0978326797485352,7.428975582122803,4.126392352971834,0.6174647510038085,-3.2440734717601623,-1.0178346181094151,12
774-42,PINACEAE,55.0,1942,Pinopsida,2.7829489707946777,9.198348999023438,3.823974756376856,1.3483347444048377,-2.972778494891576,-1.650026672605673,0
5-42,PINACEAE,35.0,1942,Pinopsida,2.472706794738769,8.869236946105957,2.0585989826536206,1.8082975255611016,-2.5797776171554867,-2.2146664412555523,0
356-42,ROSACEAE,53.0,1942,Eudicot,2.9432196617126465,8.197147369384766,2.9184496387831587,2.625565704600831,-2.081160340662051,-2.688637505588172,6
160-42,ROSACEAE,69.0,1942,Eudicot,3.0272011756896973,8.390495300292969,0.3817102994503329,3.037418729543333,-1.4973401152959545,-3.052535434540518,6
160-42,ROSACEAE,69.0,1942,Eudicot,3.0272011756896973,8.390495300292969,0.3707017359010933,3.038342445258877,-0.8522186096796484,-3.2914622041450907,6
160-42,ROSACEAE,69.0,1942,Eudicot,3.0272011756896973,8.390495300292969,0.3714567214278759,3.037418729543333,-0.1722071740516228,-3.395636124381576,6
126-42,ROSACEAE,9.0,1942,Eudicot,3.097743272781372,10.169261932373049,0.704148708780167,3.1033983704624006,0.5148544435155601,-3.360792302715575,15
126-42,ROSACEAE,9.0,1942,Eudicot,3.097743272781372,10.169261932373049,0.7054313672069839,3.1025995927388976,1.1808378596723876,-3.18835724930007,15
126-42,ROSACEAE,9.0,1942,Eudicot,3.097743272781372,10.169261932373049,0.7654885191384437,3.127757526966434,1.79847763511167,-2.88539047548215,15
151-42,ROSACEAE,8.0,1942,Eudicot,4.324461936950684,8.567024230957031,3.062661004416441,-0.3503739683610547,2.342487524857331,-2.464295476579005,18
126-42,ROSACEAE,9.0,1942,Eudicot,3.097743272781372,10.169261932373049,0.8310136693214645,3.163831214772017,2.790595700104736,-1.942311931322292,15
126-42,ROSACEAE,9.0,1942,Eudicot,3.097743272781372,10.169261932373049,0.7653851952225068,3.128757406097975,3.12445655950878,-1.340809907385282,15
23237,ROSACEAE,39.0,1942,Eudicot,2.1277384757995605,9.123055458068848,5.127627624354318,1.3265801510819983,3.330401800258477,-0.6844149683014441,0
483-43,ULMACEAE,53.0,1943,Eudicot,3.000518560409546,8.36352252960205,2.5469583158690057,2.910488108082064,3.449999999999996,0.0,6
126-43,ROSACEAE,56.0,1943,Eudicot,2.41164231300354,9.25473976135254,3.125446869157713,-0.5314653968821403,3.151731828866969,1.4032414186115088,0
107-43,PINACEAE,11.0,1943,Pinopsida,2.4295670986175537,9.124404907226562,4.100397975580336,1.350550611603467,2.3085005919380586,2.5638496478970065,0
345-43,ROSACEAE,5.0,1943,Eudicot,2.2182693481445312,8.888772010803223,3.1186346986953595,-0.4817745935483799,1.0661086305935674,3.281144981218276,0
126-43,ROSACEAE,56.0,1943,Eudicot,2.41164231300354,9.25473976135254,3.271274413219317,-0.1758975000238933,-0.3606231982734035,3.431100539020539,0
396-43,ROSACEAE,10.0,1943,Eudicot,2.2759032249450684,8.707335472106934,3.188980991322296,-0.8905416876195886,-1.7249999999999972,2.9877876430563104,0
431-43,ROSACEAE,69.0,1943,Eudicot,2.512447118759156,8.958370208740234,0.425840188404436,2.663802357921668,-2.791108630593565,2.02785912040903,0
288-43,PINACEAE,54.0,1943,Pinopsida,1.5978975296020508,11.987136840820312,4.797606200028895,1.1449435727081436,-3.374609222531625,0.7172953333212702,4
292-43,PINACEAE,11.0,1943,Pinopsida,2.5360047817230225,9.088391304016112,4.8206041835662745,1.1896023389740549,-3.374609222531625,-0.7172953333212679,0
345-43,ROSACEAE,5.0,1943,Eudicot,2.2182693481445312,8.888772010803223,0.3468185306232954,2.62980421657403,-2.7911086305935653,-2.0278591204090293,0
228-43,PINACEAE,54.0,1943,Pinopsida,2.760587453842163,9.251313209533691,4.753449398791645,1.1211843436781237,-1.7249999999999994,-2.9877876430563086,0
344-43,ROSACEAE,65.0,1943,Eudicot,2.444611072540283,9.141885757446287,2.9973006919185536,-0.2286731086842337,-0.3606231982734066,-3.4311005390205387,0
228-43,PINACEAE,54.0,1943,Pinopsida,2.760587453842163,9.251313209533691,4.76109296642835,1.2412681380747017,1.0661086305935663,-3.281144981218276,0
344-43,ROSACEAE,65.0,1943,Eudicot,2.444611072540283,9.141885757446287,3.681339681340205,0.0002222968664682,2.3085005919380563,-2.5638496478970083,0
107-43,PINACEAE,11.0,1943,Pinopsida,2.4295670986175537,9.124404907226562,3.741046493062413,1.2831838963584232,3.151731828866968,-1.4032414186115114,0
70-44,ROSACEAE,,1944,Eudicot,2.197038412094116,8.961545944213867,3.16191060339429,-0.6575754796522233,3.499999999999996,0.0,0
70-44,ROSACEAE,,1944,Eudicot,2.197038412094116,8.961545944213867,4.638094723588438,0.4538492585879794,-1.7499999999999971,3.031088913245532,0
225-44,ROSACEAE,67.0,1944,Eudicot,4.185333728790283,8.518677711486816,0.3992494156975681,2.6313481199904345,-1.7499999999999991,-3.0310889132455303,18
696-45,ROSACEAE,49.0,1945,Eudicot,2.250894546508789,9.125767707824709,3.602729396950963,-0.6135627891162585,3.5499999999999954,0.0,0
731-45,ROSACEAE,8.0,1945,Eudicot,2.284860610961914,8.84477710723877,2.841398824811904,2.2141985496077723,3.3359088037899705,1.2141715088061225,0
696-45,ROSACEAE,49.0,1945,Eudicot,2.250894546508789,9.125767707824709,4.552027335229695,-0.0008458666852675,2.719457773072369,2.281896014387212,0
696-45,ROSACEAE,49.0,1945,Eudicot,2.250894546508789,9.125767707824709,3.576376990147537,-0.5866076987745146,1.774999999999998,3.074390183434753,0
695-45,ROSACEAE,15.0,1945,Eudicot,4.344799041748047,8.586379051208496,5.08341988203847,-0.2936243560880029,0.6164510307176022,3.496067523193334,18
485-45,THYMELAEACEAE,5.0,1945,Eudicot,1.9091782569885247,8.575773239135742,3.1320860320875,1.7354721831447932,-0.6164510307176018,3.496067523193334,16
695-45,ROSACEAE,15.0,1945,Eudicot,4.344799041748047,8.586379051208496,5.077799060491998,-0.3201697398617398,-1.7749999999999968,3.074390183434754,18
696-45,ROSACEAE,49.0,1945,Eudicot,2.250894546508789,9.125767707824709,4.569979747184334,-0.02609347113912,-2.719457773072368,2.281896014387212,0
749-45,ROSACEAE,24.0,1945,Eudicot,2.204883098602295,8.696372985839844,2.3146077970229726,2.170963626221237,-3.33590880378997,1.214171508806123,16
696-45,ROSACEAE,49.0,1945,Eudicot,2.250894546508789,9.125767707824709,4.602173079529621,0.0158305413024208,-3.5499999999999954,4.3474961369730975e-16,0
696-45,ROSACEAE,49.0,1945,Eudicot,2.250894546508789,9.125767707824709,3.579334937870044,-0.6737859026980004,-3.3359088037899705,-1.2141715088061222,0
695-45,ROSACEAE,15.0,1945,Eudicot,4.344799041748047,8.586379051208496,5.11441898203816,-0.3281751510630784,-2.719457773072369,-2.281896014387212,18
695-45,ROSACEAE,15.0,1945,Eudicot,4.344799041748047,8.586379051208496,5.093911825978694,-0.346472001057009,-1.7749999999999992,-3.074390183434752,18
84-45,ROSACEAE,12.0,1945,Eudicot,2.594257116317749,9.248062133789062,3.312190207195954,-0.1004690951795055,-0.6164510307176019,-3.496067523193334,0
693-45,CORNACEAE,6.0,1945,Monocot,2.2685747146606445,8.711180686950684,3.517999452713866,2.9759331044415376,0.6164510307176005,-3.4960675231933345,0
693-45,CORNACEAE,6.0,1945,Monocot,2.2685747146606445,8.711180686950684,3.637938346215833,2.937560632628447,1.7749999999999977,-3.074390183434753,0
696-45,ROSACEAE,49.0,1945,Eudicot,2.250894546508789,9.125767707824709,3.5851648101645424,-0.6460736806070599,2.719457773072368,-2.2818960143872125,0
696-45,ROSACEAE,49.0,1945,Eudicot,2.250894546508789,9.125767707824709,2.5424841496044337,2.047933846496562,3.33590880378997,-1.214171508806125,0
36-46,VITACEAE,55.0,1946,Eudicot,3.809734582901001,8.669269561767578,2.78106005510108,3.7715705025598254,3.599999999999995,0.0,18
